ID,lemma,pos,frequency
3991,órgano,NOUN,524
3992,ingreso,NOUN,523
3993,fracaso,NOUN,523
3994,rutina,NOUN,523
3995,rebecca,PROPN,523
3996,cambiar él,VERB,523
3997,patata,NOUN,523
3998,nathan,PROPN,523
3999,.pero,NOUN,523
4000,masaje,NOUN,522
4001,encendido,ADJ,522
4002,sally,PROPN,522
4003,hacer.\nno,VERB,521
4004,evidenciar,VERB,521
4005,matón,NOUN,521
4006,micrófono,NOUN,520
4007,uniforme,ADJ,520
4008,so,PROPN,520
4009,conclusión,NOUN,519
4010,has,PROPN,519
4011,mate,NOUN,519
4012,desayunar,VERB,519
4013,tribu,NOUN,519
4014,familia,PROPN,519
4015,eso.\nes,NUM,519
4016,sra.,PUNCT,519
4017,cajón,NOUN,519
4018,pito,NOUN,519
4019,autopista,NOUN,519
4020,todo.\nno,PROPN,518
4021,huésped,NOUN,518
4022,cirujano,NOUN,518
4023,mama,NOUN,518
4024,ánimo,NOUN,517
4025,raíz,NOUN,517
4026,uds.,PUNCT,517
4027,damas,PROPN,517
4028,píldora,NOUN,517
4029,amigo.\nno,VERB,517
4030,hombre.\nno,NOUN,517
4031,him,PROPN,517
4032,costo,NOUN,517
4033,serás,NOUN,517
4034,â¿sabser,VERB,516
4035,reservar,VERB,516
4036,específico,ADJ,516
4037,aãºn,VERB,516
4038,lazo,NOUN,516
4039,qué?\npar,VERB,516
4040,dama,PROPN,516
4041,dificultad,NOUN,516
4042,unir él,VERB,516
4043,submarino,NOUN,516
4044,podrã,PROPN,515
4045,dã³ndir,VERB,515
4046,walker,PROPN,515
4047,calentar,VERB,515
4048,hitler,PROPN,515
4049,medalla,NOUN,515
4050,autorizado,ADJ,514
4051,arrestado,ADJ,514
4052,meterte,NOUN,514
4053,rara,ADJ,514
4054,â¿cuã¡nto,ADJ,514
4055,mafia,NOUN,514
4056,extranjero,NOUN,514
4057,cuã¡ndo,VERB,513
4058,gracias,ADP,513
4059,escuché,NOUN,513
4060,incapaz,ADJ,513
4061,secretaria,NOUN,513
4062,follar,VERB,513
4063,queréis,NUM,513
4064,lindo,PROPN,513
4065,mãºsica,PROPN,513
4066,detente,ADJ,513
4067,técnicamente,ADV,513
4068,tarta,NOUN,513
4069,logan,PROPN,513
4070,you'rir,VERB,513
4071,viste,VERB,512
4072,adiós.\nadiós,PROPN,512
4073,importa.\nno,VERB,512
4074,mantequilla,NOUN,512
4075,técnica,NOUN,512
4076,reunir él,VERB,512
4077,religión,NOUN,512
4078,piense,ADJ,511
4079,bien.\n¿qué,ADJ,511
4080,jamar,VERB,511
4081,instrumento,NOUN,511
4082,sois,PROPN,511
4083,estarer,AUX,510
4084,chino,NOUN,510
4085,callado,ADJ,509
4086,capital,NOUN,509
4087,atrevir,VERB,509
4088,cámara,PROPN,509
4089,diferenciar,VERB,509
4090,matado,ADJ,509
4091,jamie,PROPN,509
4092,evacuar,VERB,509
4093,traje,VERB,508
4094,tirado,ADJ,508
4095,delicado,ADJ,508
4096,chaleco,NOUN,508
4097,lois,PROPN,508
4098,decirno,ADJ,508
4099,leer él,VERB,508
4100,empacar,VERB,507
4101,avance,NOUN,507
4102,prender,VERB,507
4103,barba,NOUN,507
4104,ayudo,ADJ,507
4105,conmigo.\nno,PROPN,507
4106,desperdiciar,VERB,507
4107,catherine,PROPN,507
4108,bailey,PROPN,507
4109,cementerio,NOUN,507
4110,obedecer,VERB,507
4111,pensar él,VERB,506
4112,x,NOUN,506
4113,multa,NOUN,506
4114,vinimos,VERB,506
4115,pasa,NOUN,506
4116,media,NOUN,506
4117,gusano,NOUN,506
4118,retroceder,VERB,505
4119,salí,VERB,505
4120,eva,PROPN,505
4121,carol,PROPN,505
4122,alta,NOUN,505
4123,verã,PROPN,505
4124,hemorragia,NOUN,505
4125,000,NUM,504
4126,poquito,NOUN,504
4127,él?\nno,NOUN,504
4128,tener,AUX,504
4129,acabir,VERB,504
4130,haz,PROPN,503
4131,atención,PROPN,503
4132,suspender,VERB,503
4133,obligación,NOUN,503
4134,conseguiré,VERB,503
4135,detengar,VERB,503
4136,productor,NOUN,503
4137,ratón,NOUN,503
4138,ponertir,VERB,502
4139,máscara,NOUN,502
4140,tonelada,NOUN,502
4141,período,NOUN,501
4142,anne,PROPN,501
4143,quiénes,PROPN,501
4144,corazón,PROPN,501
4145,león,NOUN,501
4146,margen,NOUN,501
4147,señor,VERB,501
4148,dado,NOUN,501
4149,munición,NOUN,501
4150,julie,PROPN,500
4151,abuso,NOUN,500
4152,acelerar,VERB,500
4153,llamarte,NOUN,500
4154,met,NOUN,500
4155,.y,NUM,499
4156,bosque,PROPN,499
4157,bien?\nsi,PROPN,499
4158,di,NOUN,499
4159,sheriff,PROPN,499
4160,eso.\npero,NOUN,498
4161,cuidir,VERB,498
4162,gracias.\nno,VERB,498
4163,vais,VERB,498
4164,entrevistar,VERB,498
4165,llámame,PROPN,498
4166,denunciar,VERB,498
4167,perspectiva,NOUN,498
4168,feria,NOUN,497
4169,tramar,VERB,497
4170,plataforma,NOUN,497
4171,falla,NOUN,497
4172,descartar,VERB,497
4173,religioso,ADJ,497
4174,historia,PROPN,497
4175,viuda,NOUN,497
4176,proceder,VERB,496
4177,combinación,NOUN,496
4178,connor,PROPN,496
4179,tio,NOUN,496
4180,acusado,ADJ,496
4181,pero.\nno,ADJ,496
4182,plazo,NOUN,496
4183,local,NOUN,496
4184,india,PROPN,496
4185,decir,PROPN,496
4186,no!\n¡no,ADV,496
4187,intenso,ADJ,496
4188,cubo,NOUN,495
4189,mataste,NOUN,495
4190,sal,NOUN,495
4191,real,PROPN,495
4192,marina,PROPN,495
4193,eso?\nporque,SCONJ,494
4194,harris,PROPN,494
4195,ramo,NOUN,494
4196,malo,NOUN,494
4197,bien.\nlo,ADJ,494
4198,circo,NOUN,494
4199,volvistir,VERB,494
4200,océano,NOUN,494
4201,â¿de,PROPN,494
4202,sospecha,NOUN,493
4203,recompensa,NOUN,493
4204,lincoln,PROPN,493
4205,saludo,NOUN,493
4206,verdad?\nno,VERB,493
4207,adiã³s,PROPN,493
4208,gente,PROPN,493
4209,estabas,PROPN,493
4210,bien.\nyo,NOUN,492
4211,casartir,VERB,492
4212,centímetro,NOUN,492
4213,tú.\nno,VERB,492
4214,vince,PROPN,492
4215,vayamos,VERB,491
4216,estable,ADJ,491
4217,insultar,VERB,491
4218,grant,PROPN,491
4219,motel,NOUN,491
4220,arco,NOUN,491
4221,picar,VERB,491
4222,good,PROPN,491
4223,hígado,NOUN,491
4224,digital,ADJ,491
4225,miguel,PROPN,491
4226,femenino,ADJ,490
4227,estaría,NOUN,490
4228,destrucción,NOUN,490
4229,nate,PROPN,490
4230,darme,VERB,490
4231,fiscal,PROPN,490
4232,cruz,PROPN,490
4233,ser él,VERB,490
4234,unico,ADJ,490
4235,mitch,PROPN,490
4236,refuerzo,NOUN,489
4237,llamer,VERB,489
4238,joseph,PROPN,489
4239,procesar,VERB,489
4240,giro,NOUN,489
4241,temor,NOUN,489
4242,papi,ADJ,489
4243,honrar,VERB,489
4244,uña,NOUN,489
4245,estropear,VERB,488
4246,jean,PROPN,488
4247,sonreír,VERB,488
4248,it's,PROPN,488
4249,suena,PROPN,488
4250,vamos.\nvir,VERB,487
4251,príncipe,PROPN,487
4252,proporcionar,VERB,487
4253,envenenar,VERB,487
4254,necesitas,PROPN,487
4255,gatillo,NOUN,487
4256,0,NUM,487
4257,encontrastar,VERB,487
4258,favor,ADV,486
4259,fatal,ADJ,486
4260,vean,VERB,486
4261,reclamar,VERB,486
4262,supiera,NOUN,485
4263,ajustar,VERB,485
4264,juez,PROPN,485
4265,32,NUM,485
4266,adelantar,VERB,485
4267,vuestro,DET,485
4268,impulso,NOUN,485
4269,katie,PROPN,485
4270,bien?\nestoy,PROPN,484
4271,justicia,PROPN,484
4272,radiación,NOUN,484
4273,banco,PROPN,484
4274,once,NUM,484
4275,cincuenta,NUM,484
4276,fácilmente,ADV,484
4277,bloque,NOUN,483
4278,aproximadamente,ADV,483
4279,devolver él,VERB,483
4280,estás,AUX,483
4281,eterno,ADJ,483
4282,tenia,NOUN,482
4283,nacido,ADJ,482
4284,cicatriz,NOUN,482
4285,llevser,VERB,482
4286,terror,NOUN,482
4287,paã­s,NOUN,482
4288,ofrecer él,VERB,482
4289,princesa,PROPN,482
4290,aplauso,NOUN,482
4291,vagina,NOUN,482
4292,sujeto,ADJ,482
4293,comisaría,NOUN,482
4294,baja,PROPN,481
4295,muelle,NOUN,481
4296,confesión,NOUN,481
4297,ellen,PROPN,481
4298,palacio,NOUN,481
4299,despejado,ADJ,481
4300,evitar él,VERB,481
4301,quedarer,VERB,480
4302,hueco,NOUN,480
4303,odia,NOUN,480
4304,mac,PROPN,480
4305,cavar,VERB,480
4306,cuadra,NOUN,480
4307,direr,VERB,480
4308,but,PROPN,480
4309,padr,ADJ,479
4310,particular,NOUN,479
4311,acabas,NUM,479
4312,asaltar,VERB,479
4313,liga,PROPN,479
4314,pon,VERB,478
4315,población,NOUN,478
4316,despuã,ADJ,478
4317,cierre,NOUN,478
4318,británico,ADJ,478
4319,apartar,VERB,478
4320,hija,PROPN,478
4321,conspiración,NOUN,478
4322,casey,PROPN,478
4323,hacertir,VERB,478
4324,allen,PROPN,478
4325,ann,PROPN,478
4326,doloroso,ADJ,477
4327,complejo,NOUN,477
4328,vosotro,ADJ,477
4329,joder,VERB,477
4330,compensar,VERB,477
4331,flotar,VERB,477
4332,lógico,ADJ,477
4333,â¡lo,NUM,477
4334,confía,NOUN,476
4335,bien.\nsólo,ADV,476
4336,vaya,NOUN,476
4337,isla,PROPN,476
4338,jamã¡s,ADV,476
4339,salchicha,NOUN,476
4340,satisfecho,ADJ,476
4341,créemir,VERB,475
4342,producción,NOUN,475
4343,maletín,NOUN,475
4344,irã,PUNCT,475
4345,anciano,NOUN,475
4346,jess,PROPN,475
4347,breve,ADJ,475
4348,eso?\n,NOUN,475
4349,preguntar tú,VERB,475
4350,noche.\nno,PROPN,474
4351,recordar él,VERB,474
4352,comprador,NOUN,474
4353,cero,NUM,474
4354,gobernar,VERB,474
4355,alfa,PROPN,473
4356,asi,PROPN,473
4357,encontraste,NOUN,473
4358,haberte,VERB,473
4359,corona,NOUN,473
4360,michelle,PROPN,473
4361,préstamo,NOUN,473
4362,matthew,PROPN,473
4363,provenir,VERB,472
4364,comparar,VERB,472
4365,times,PROPN,472
4366,equipaje,NOUN,472
4367,concentrar,VERB,472
4368,aquí.\nno,VERB,472
4369,escándalo,NOUN,472
4370,escuadrón,NOUN,472
4371,my,DET,472
4372,casino,NOUN,472
4373,â¿pued,NOUN,472
4374,fenómeno,NOUN,471
4375,pasaje,NOUN,471
4376,abuela,PROPN,471
4377,llevarer,VERB,471
4378,extraer,VERB,471
4379,ethan,PROPN,471
4380,verdad?\nsí,NOUN,471
4381,lágrima,NOUN,470
4382,williams,PROPN,470
4383,introducir,VERB,470
4384,anular,VERB,469
4385,see,PROPN,469
4386,.de,PUNCT,469
4387,testamento,NOUN,469
4388,robar él,VERB,469
4389,averiguar él,VERB,468
4390,rcito,ADJ,468
4391,esconder él,VERB,468
4392,bien.\nde,ADJ,468
4393,baã±o,PROPN,468
4394,naranja,NOUN,468
4395,2000,NUM,468
4396,esforzar,VERB,468
4397,condena,NOUN,468
4398,ascender,VERB,468
4399,controlado,ADJ,467
4400,marty,PROPN,467
4401,char él,VERB,467
4402,rebelde,NOUN,467
4403,lane,PROPN,467
4404,extranjero,ADJ,467
4405,cooperar,VERB,467
4406,complicar,VERB,467
4407,despacio,ADV,467
4408,fama,NOUN,467
4409,largar,VERB,466
4410,amado,ADJ,466
4411,aldea,NOUN,466
4412,eso,PROPN,466
4413,embajador,NOUN,465
4414,autorizar,VERB,465
4415,teddy,PROPN,465
4416,celular,ADJ,465
4417,azul,PROPN,465
4418,sexto,ADJ,465
4419,cielo,PROPN,465
4420,escúchame,PROPN,465
4421,mismo.\nno,NOUN,464
4422,plaza,NOUN,464
4423,reportero,NOUN,464
4424,estrés,NOUN,464
4425,individuo,NOUN,464
4426,sient,ADJ,464
4427,perdone,PROPN,464
4428,raymond,PROPN,464
4429,alcalde,PROPN,464
4430,donar,VERB,463
4431,apesta,ADJ,463
4432,sufrimiento,NOUN,463
4433,especialista,NOUN,463
4434,había,NOUN,462
4435,cosa,PROPN,462
4436,seguro?\nsí,PROPN,462
4437,bufete,NOUN,462
4438,constar,VERB,462
4439,semilla,NOUN,462
4440,cocaína,NOUN,462
4441,siento.\nlo,VERB,462
4442,lamento,ADJ,461
4443,veras,ADJ,461
4444,capullo,NOUN,461
4445,tome,PROPN,461
4446,habertar,AUX,461
4447,rico,NOUN,461
4448,dorado,ADJ,461
4449,ilusión,NOUN,461
4450,charlotte,PROPN,461
4451,prestir,VERB,460
4452,vine,PROPN,460
4453,ángulo,NOUN,460
4454,preguntar yo,VERB,460
4455,sã­,INTJ,459
4456,justificar,VERB,459
4457,matir,VERB,459
4458,estã,AUX,459
4459,mucho.\nno,VERB,459
4460,oponer,VERB,459
4461,fino,ADJ,459
4462,salso,ADJ,459
4463,dylan,PROPN,459
4464,perdona,PROPN,459
4465,hong,PROPN,459
4466,visual,ADJ,458
4467,remoto,ADJ,458
4468,pendiente,ADJ,458
4469,pegado,ADJ,458
4470,spencer,PROPN,458
4471,um,INTJ,458
4472,lance,PROPN,458
4473,detenido,ADJ,458
4474,siento.\nno,PROPN,457
4475,pedazos,NOUN,457
4476,preocaber,VERB,457
4477,dígame,PROPN,457
4478,oã­r,PROPN,457
4479,oyser,VERB,457
4480,profesora,NOUN,457
4481,vidrio,NOUN,457
4482,habitual,ADJ,457
4483,tremendo,ADJ,457
4484,congreso,PROPN,457
4485,bonnie,PROPN,456
4486,ayuda,PROPN,456
4487,deír,VERB,456
4488,exacto,ADJ,456
4489,saludable,ADJ,456
4490,artificial,ADJ,456
4491,músculo,NOUN,456
4492,ingeniero,NOUN,456
4493,io,NOUN,456
4494,anthony,PROPN,456
4495,temblar,VERB,456
4496,dificil,ADJ,455
4497,italia,PROPN,455
4498,enfrentar él,VERB,455
4499,templo,NOUN,455
4500,cambiado,ADJ,455
4501,cálculo,NOUN,455
4502,charlar,VERB,455
4503,pastor,NOUN,455
4504,muerte,PROPN,455
4505,mala,NOUN,455
4506,harold,PROPN,455
4507,gonna,PROPN,455
4508,chase,PROPN,455
4509,capitã¡n,NOUN,455
4510,hill,PROPN,454
4511,té,NOUN,454
4512,caridad,NOUN,454
4513,hilo,NOUN,454
4514,atreves,VERB,454
4515,they,PROPN,454
4516,estado,ADJ,453
4517,heroína,NOUN,453
4518,muero,NOUN,453
4519,inspirar,VERB,453
4520,deberã­as,VERB,453
4521,convencer él,VERB,453
4522,enteir,VERB,453
4523,par,VERB,453
4524,cráneo,NOUN,453
4525,randy,PROPN,452
4526,keith,PROPN,452
4527,luna,PROPN,452
4528,tv,PROPN,452
4529,tomo,NOUN,451
4530,nací,PROPN,451
4531,malditar,VERB,451
4532,bauer,PROPN,451
4533,recepción,NOUN,451
4534,quinn,PROPN,451
4535,estatal,ADJ,451
4536,chica,ADJ,450
4537,ahora?\nno,PROPN,450
4538,habitaciã³n,PROPN,450
4539,medio,PROPN,450
4540,gravedad,NOUN,450
4541,portal,NOUN,450
4542,liga,NOUN,450
4543,if,VERB,450
4544,abuelo,PROPN,450
4545,jodidamente,ADV,449
4546,traición,NOUN,449
4547,delicioso,ADJ,449
4548,francamente,ADV,449
4549,costa,PROPN,449
4550,aléjate,PROPN,448
4551,infantil,ADJ,448
4552,pensión,NOUN,448
4553,acostumbrar,VERB,448
4554,miércoles,NOUN,448
4555,pero--,PROPN,448
4556,guant,NOUN,448
4557,sindicato,NOUN,448
4558,enlace,NOUN,448
4559,blake,PROPN,448
4560,escolar,ADJ,447
4561,debo,AUX,447
4562,protegido,ADJ,447
4563,béisbol,NOUN,447
4564,año,PROPN,447
4565,gris,ADJ,446
4566,congelar,VERB,446
4567,brillar,VERB,446
4568,él.\nlo,PRON,446
4569,autor,NOUN,446
4570,marinero,NOUN,446
4571,núcleo,NOUN,446
4572,rojo,PROPN,446
4573,razón,PROPN,446
4574,desfile,NOUN,446
4575,eso?\nun,ADJ,446
4576,remedio,NOUN,445
4577,atropellar,VERB,445
4578,barril,NOUN,445
4579,olvidir,VERB,445
4580,aburrir,VERB,445
4581,elevar,VERB,445
4582,bella,PROPN,445
4583,desviar,VERB,445
4584,deberã­o,ADJ,445
4585,ah,PROPN,445
4586,no?\nes,VERB,444
4587,frito,ADJ,444
4588,36,NUM,444
4589,jersey,PROPN,444
4590,clavar,VERB,444
4591,presente,NOUN,444
4592,tapa,NOUN,444
4593,saco,ADJ,443
4594,aprecio,NOUN,443
4595,virginia,PROPN,443
4596,cobertura,NOUN,443
4597,instituto,PROPN,443
4598,consejero,NOUN,442
4599,pizza,NOUN,442
4600,sophie,PROPN,442
4601,diego,PROPN,442
4602,mitchell,PROPN,441
4603,programado,ADJ,441
4604,imaginación,NOUN,441
4605,juramento,NOUN,441
4606,911,NUM,441
4607,mí.\ny,PROPN,441
4608,intervenir,VERB,440
4609,situaciã³n,VERB,440
4610,ocaber,VERB,440
4611,contigo.\nno,VERB,440
4612,insecto,NOUN,440
4613,tendrer,VERB,440
4614,sinceramente,ADV,440
4615,repartir,VERB,440
4616,estarã,ADJ,440
4617,inconsciente,ADJ,440
4618,voluntario,ADJ,440
4619,russell,PROPN,440
4620,drogar,VERB,439
4621,â¿es,VERB,439
4622,justin,PROPN,439
4623,novedad,NOUN,439
4624,ficha,NOUN,439
4625,rocky,PROPN,439
4626,mía,NOUN,439
4627,comité,PROPN,438
4628,inusual,ADJ,438
4629,pudiste,ADJ,438
4630,despedido,ADJ,438
4631,exposición,NOUN,438
4632,decirno,NOUN,438
4633,sueã±o,NOUN,438
4634,perrito,NOUN,438
4635,brooklyn,PROPN,437
4636,ella.\ny,PROPN,437
4637,financiar,VERB,437
4638,yo--,PROPN,437
4639,dejarar,VERB,437
4640,ceder,VERB,437
4641,mirar él,VERB,437
4642,qué?\n¿qué,PRON,437
4643,i'm,PROPN,437
4644,senador,PROPN,437
4645,brad,PROPN,437
4646,comisario,NOUN,437
4647,von,PROPN,437
4648,desde,NOUN,437
4649,limitar,VERB,437
4650,on,ADJ,437
4651,carácter,NOUN,437
4652,reventar,VERB,437
4653,betty,PROPN,436
4654,vendar,VERB,436
4655,â¿parar,VERB,436
4656,maté,NOUN,436
4657,`,PUNCT,436
4658,invitado,ADJ,435
4659,stephen,PROPN,435
4660,warren,PROPN,435
4661,lleguer,VERB,435
4662,residente,NOUN,435
4663,acostar él,VERB,435
4664,necesitar,AUX,434
4665,agradecer él,VERB,434
4666,abusar,VERB,434
4667,enviado,ADJ,434
4668,todos.\nno,NOUN,434
4669,sol,PROPN,434
4670,litro,NOUN,434
4671,desaparición,NOUN,434
4672,oye,PROPN,434
4673,holly,PROPN,434
4674,fría,NOUN,434
4675,oxígeno,NOUN,434
4676,buscarte,NOUN,433
4677,mío,NOUN,433
4678,evidente,ADJ,433
4679,quemado,ADJ,433
4680,tendrás,ADV,433
4681,fiel,ADJ,433
4682,problema?\nno,NOUN,433
4683,coraje,NOUN,433
4684,demã¡s,ADJ,433
4685,tirar él,VERB,432
4686,eso?\nes,ADJ,432
4687,escuchado,ADJ,432
4688,complacer,VERB,432
4689,también.\nno,VERB,432
4690,matarte,VERB,432
4691,podrã­a,CCONJ,432
4692,going,PROPN,432
4693,it,VERB,432
4694,um,DET,431
4695,saca,NOUN,431
4696,polla,NOUN,431
4697,desea,NOUN,431
4698,etiqueta,NOUN,431
4699,rock,PROPN,431
4700,autopsia,NOUN,431
4701,funcionir,VERB,430
4702,ti.\nlo,NOUN,430
4703,aquí.\nla,PROPN,430
4704,emplear,VERB,430
4705,espantoso,ADJ,430
4706,agresivo,ADJ,430
4707,mosca,NOUN,430
4708,stone,PROPN,430
4709,secretario,PROPN,430
4710,gloria,PROPN,430
4711,right,PROPN,430
4712,maestra,NOUN,430
4713,huele,PROPN,429
4714,â¿puedo,VERB,429
4715,no.\nes,VERB,429
4716,acerqu,ADJ,429
4717,â¿cuã¡ndo,VERB,429
4718,formulario,NOUN,429
4719,sudar,VERB,429
4720,flota,PROPN,429
4721,forense,NOUN,429
4722,profundidad,NOUN,428
4723,cepillo,NOUN,428
4724,moral,ADJ,428
4725,chip,NOUN,428
4726,acercar yo,VERB,428
4727,fox,PROPN,428
4728,barney,PROPN,428
4729,â¿a,ADJ,427
4730,quier,ADJ,427
4731,mulder,PROPN,427
4732,terminir,VERB,427
4733,sustancia,NOUN,427
4734,fracasar,VERB,427
4735,â¿lo,NOUN,427
4736,común,NOUN,427
4737,hierro,NOUN,427
4738,bancario,ADJ,427
4739,perímetro,NOUN,427
4740,entro,NOUN,426
4741,qué?\nel,PROPN,426
4742,tira,NOUN,426
4743,furgoneta,NOUN,426
4744,mar,PROPN,426
4745,plástico,NOUN,426
4746,â¿a,NOUN,426
4747,vietnam,PROPN,426
4748,explosivo,NOUN,426
4749,quisistar,VERB,425
4750,servidor,NOUN,425
4751,capítulo,NOUN,425
4752,borracho,NOUN,425
4753,may,PROPN,425
4754,fibra,NOUN,425
4755,despegar,VERB,425
4756,matrícula,NOUN,425
4757,radar,NOUN,425
4758,travis,PROPN,425
4759,inmediato,ADJ,425
4760,tranquila,PROPN,425
4761,corea,PROPN,425
4762,artefacto,NOUN,425
4763,her,PROPN,425
4764,lewis,PROPN,425
4765,ahi,PROPN,424
4766,juan,PROPN,424
4767,ángel,PROPN,424
4768,flecha,NOUN,424
4769,década,NOUN,424
4770,jodido,NOUN,424
4771,grupo,PROPN,423
4772,desarrollo,NOUN,423
4773,secretario,NOUN,423
4774,600,NUM,423
4775,respiración,NOUN,423
4776,quitarme,VERB,423
4777,novato,NOUN,423
4778,caramelo,NOUN,423
4779,quã,SCONJ,423
4780,consultar,VERB,423
4781,wall,PROPN,423
4782,ponte,ADV,423
4783,goma,NOUN,423
4784,conquistar,VERB,422
4785,suicidar,VERB,422
4786,tasa,NOUN,422
4787,blue,PROPN,422
4788,victor,PROPN,422
4789,tomastar,VERB,422
4790,cohete,NOUN,422
4791,conseguirtir,VERB,421
4792,tía,PROPN,421
4793,sobrina,NOUN,421
4794,tigre,NOUN,421
4795,mantente,ADV,421
4796,generalmente,ADV,421
4797,onir,VERB,421
4798,i'm,NOUN,421
4799,oración,NOUN,420
4800,impresionado,ADJ,420
4801,horno,NOUN,420
4802,quedo,VERB,420
4803,papi,PROPN,420
4804,mañana.\nno,VERB,419
4805,tortura,NOUN,419
4806,no?\nsi,PROPN,419
4807,significado,NOUN,419
4808,poema,NOUN,419
4809,querrás,VERB,419
4810,creencia,NOUN,419
4811,kent,PROPN,419
4812,hablarte,NOUN,418
4813,secreto,PROPN,418
4814,elena,PROPN,418
4815,aconsejar,VERB,418
4816,disculpen,PROPN,418
4817,ntate,PROPN,418
4818,ana,PROPN,418
4819,preso,ADJ,418
4820,kenny,PROPN,418
4821,neal,PROPN,418
4822,cómplice,NOUN,418
4823,número,PROPN,417
4824,ceniza,NOUN,417
4825,retrato,NOUN,417
4826,generador,NOUN,417
4827,caos,NOUN,417
4828,entrenado,ADJ,417
4829,ella?\nno,NOUN,417
4830,trabajo,ADJ,416
4831,factor,NOUN,416
4832,nido,NOUN,416
4833,pediste,VERB,416
4834,imperio,PROPN,416
4835,comparado,ADJ,415
4836,mueble,NOUN,415
4837,sigues,PROPN,415
4838,puñado,NOUN,415
4839,aplicación,NOUN,415
4840,torre,PROPN,415
4841,delatar,VERB,415
4842,fractura,NOUN,415
4843,valle,NOUN,414
4844,mundo.\nno,NOUN,414
4845,how,PROPN,414
4846,diario,ADJ,414
4847,contenedor,NOUN,414
4848,albert,PROPN,413
4849,hablé,NOUN,413
4850,hice,PROPN,413
4851,detrã¡s,ADJ,413
4852,dios.\nno,PROPN,413
4853,abrazar,VERB,413
4854,reactor,NOUN,413
4855,nina,PROPN,413
4856,manny,PROPN,413
4857,rita,PROPN,413
4858,propietario,NOUN,412
4859,permitir yo,VERB,412
4860,.a,PUNCT,412
4861,cerradura,NOUN,412
4862,esto.\nsí,PROPN,412
4863,nuevo.\nno,NOUN,412
4864,querã­a,NOUN,411
4865,dijiste,NOUN,411
4866,necesitarar,VERB,411
4867,estupendo,ADJ,411
4868,papeleo,NOUN,411
4869,intercambiar,VERB,411
4870,maquillaje,NOUN,411
4871,filtrar,VERB,411
4872,colgado,ADJ,411
4873,boy,PROPN,411
4874,traigo,NOUN,411
4875,sí.\n¿qué,ADP,410
4876,esto.\nlo,NOUN,410
4877,entra,NOUN,410
4878,800,NUM,410
4879,infancia,NOUN,410
4880,editor,NOUN,410
4881,esto?\nsí,NOUN,410
4882,sabrás,VERB,410
4883,eso.\n¿qué,ADJ,410
4884,kennedy,PROPN,410
4885,escuche,ADV,410
4886,olvidado,ADJ,410
4887,japonés,ADJ,410
4888,aterrizaje,NOUN,410
4889,gobernador,PROPN,410
4890,aquã­.,ADV,409
4891,distraer,VERB,409
4892,sepa,ADJ,409
4893,encontrarás,VERB,409
4894,chico,PROPN,409
4895,tengo,PROPN,409
4896,estadir,AUX,409
4897,técnico,ADJ,409
4898,marie,PROPN,409
4899,matarar,VERB,409
4900,cuero,NOUN,409
4901,carrie,PROPN,409
4902,molestar él,VERB,408
4903,aquí.\nel,PROPN,408
4904,cuerno,NOUN,408
4905,grasa,NOUN,408
4906,presentimiento,NOUN,408
4907,palmer,PROPN,408
4908,voy,PROPN,408
4909,preparar él,VERB,408
4910,llam,ADJ,408
4911,pam,PROPN,408
4912,embajada,NOUN,408
4913,seattle,PROPN,408
4914,harrison,PROPN,408
4915,masivo,ADJ,407
4916,inspector,PROPN,407
4917,sed,NOUN,407
4918,levantar él,VERB,407
4919,sammy,PROPN,407
4920,región,NOUN,407
4921,sacudir,VERB,407
4922,convertir yo,VERB,407
4923,granjero,NOUN,407
4924,inferior,ADJ,407
4925,altamente,ADV,407
4926,defecto,NOUN,407
4927,despejar,VERB,407
4928,derramar,VERB,406
4929,seth,PROPN,406
4930,primavera,NOUN,406
4931,cuarenta,NUM,406
4932,ruth,PROPN,406
4933,shaw,PROPN,406
4934,hermano,PROPN,406
4935,independiente,ADJ,405
4936,mason,PROPN,405
4937,no.\nsí,PROPN,405
4938,mandir,VERB,405
4939,colin,PROPN,405
4940,araña,NOUN,405
4941,bien.\neso,NOUN,405
4942,academia,PROPN,405
4943,here,PROPN,405
4944,cafetería,NOUN,404
4945,comisión,NOUN,404
4946,chofer,NOUN,404
4947,espiar,VERB,404
4948,todd,PROPN,404
4949,earl,PROPN,404
4950,tenías,PROPN,404
4951,carajo,PROPN,404
4952,diane,PROPN,404
4953,riñón,NOUN,404
4954,seã±al,PROPN,403
4955,reunir yo,VERB,403
4956,ellos.\nno,NOUN,403
4957,75,NUM,403
4958,político,NOUN,403
4959,magnífico,ADJ,403
4960,musical,ADJ,403
4961,verdadero,PROPN,403
4962,globo,NOUN,403
4963,matar tú,VERB,403
4964,dio,NOUN,403
4965,daisy,PROPN,403
4966,transferencia,NOUN,403
4967,gps,PROPN,402
4968,test,NOUN,402
4969,vencido,ADJ,402
4970,esencial,ADJ,402
4971,ver,PROPN,402
4972,septiembre,NOUN,402
4973,estatua,NOUN,402
4974,aquí.\nno,PRON,401
4975,costilla,NOUN,401
4976,â¿se,INTJ,401
4977,manta,NOUN,401
4978,río,PROPN,401
4979,reflejo,NOUN,401
4980,menudo,ADJ,401
4981,sóio,PROPN,401
4982,bendición,NOUN,400
4983,mr,INTJ,400
4984,militar,NOUN,400
4985,descubrí,NOUN,400
4986,acostar yo,VERB,400
4987,solar,ADJ,400
4988,viejo,PROPN,400
